Region,District, 0-28 DAYS FEMALE ,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE ,10-19 YEARS MALE ,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE ,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE ,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE ,10-19 YRS (B/S & RDT) MALE ,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE, 20+ (B/S & RDT) MALE ,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE ,29DAYS-4YRS (B/S & RDT) MALE  ,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE ,5-9YRS (B/S & RDT) MALE ,5-9YRS (B/S & RDT) TOTAL,0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL  ,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt​=P0​×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E)
West Nile,Nebbi District,15,17,32,14302,8352,36844,17895,7105,25000,21282,5397,26679,7639,7417,15056,12,14,26,13826,8158,21984,17027,6906,23933,7381,7185,14566,6274,5283,11557,20,9,29,13978,8202,22180,17282,6957,24239,7468,7273,14741,6335,32713,39048,1120,2029,3149,61133,28288,126114,7654,7434,15088,238757,299398,987,1.022890813,299398,303.3414387,2.4104,31.2168
Teso,Ngora District,102,31,133,11959,8094,27396,16718,7531,24249,12365,3781,16146,4325,3734,8059,100,31,131,11959,7735,19694,16721,7526,24247,4344,3747,8091,4892,3781,8673,4,6,10,11805,7617,19422,16550,7472,24022,4313,3730,8043,4850,21462,26312,1655,3090,4745,45469,23171,81136,4427,3765,8192,141919,213777,640,1.041818448,213777,334.0265625,1.4908,33.7518
North Central,North Central,835,706,1541,151235,119541,352179,220766,135917,356683,257895,73595,331490,93210,86630,179840,626,526,1129,141905,110119,252024,203042,439759,642801,88114,81838,169952,80091,70203,150294,415,278,693,140542,108835,249377,202043,124771,326814,89729,82145,171874,79228,399510,478738,7776,22040,29816,723941,416389,1206791,94045,87336,181381,,,,#DIV/0!,#DIV/0!,#DIV/0!,,
Tooro,Ntoroko District,2,4,6,970,612,1635,1756,856,2612,1711,441,2152,648,591,1239,2,4,6,919,586,1505,1641,794,2435,589,533,1122,511,424,935,11,0,11,930,589,1519,1666,807,2473,610,546,1156,507,2584,3091,47,117,164,5087,2504,5478,650,595,1245,67005,114858,1236,1.055371602,114858,92.92718447,1.0125,30.3897
Ankole,Ntungamo District,11,5,16,6106,5169,13615,10109,6950,17059,6010,1914,7924,2040,1924,3964,11,4,15,6026,5111,11137,9863,6788,16651,2013,1894,3907,2116,1887,4003,22,20,42,5911,4991,10902,9693,6684,16377,1900,1755,3655,2060,9614,11674,67,293,360,24276,15962,42708,2051,1929,3980,483841,552786,1999,1.013410587,552786,276.5312656,0.9807,30.2513
Acholi,Nwoya District,20,18,38,13988,7909,32274,19309,7461,26770,30515,6815,37330,11560,11042,22602,19,18,37,13988,7912,21900,19308,7453,26761,11560,11041,22601,8431,6815,15246,25,33,58,13890,7857,21747,19046,7373,26419,11475,10960,22435,8351,45883,54234,1035,2332,3367,75392,33245,100689,11580,11060,22640,133506,220593,4679,1.051499558,220593,47.1453302,2.6351,32.0028
West Nile,Obongi District,11,5,16,8220,5686,45680,7945,3002,10947,9788,2229,12017,3575,3588,7163,2,2,27,5974,4483,10457,5475,2277,7752,2640,2576,5216,2087,1765,3852,5,10,15,5981,4471,10452,5562,2286,7848,2611,2548,5159,2138,11231,13369,158,405,563,29539,14510,128664,3586,3593,7179,43061,142983,837,1.127509032,142983,170.827957,3.4335,31.5827
Acholi,Omoro District,19,20,39,24113,12354,52831,25445,6780,32225,36863,8196,45059,13968,12880,26848,18,19,36,23731,12310,36041,25258,6734,31992,13909,12822,26731,11066,8165,19231,9,5,14,23558,12176,35734,24858,6691,31549,13788,12719,26507,10923,56391,67314,1257,2688,3945,100408,40230,140217,13987,12900,26887,142875,207339,1483,1.037940541,207339,139.8105192,2.7152,32.492
Lango,Otuke District,7,7,14,16663,8846,12937,15728,4589,20317,21300,5289,26589,8172,6974,15146,7,7,14,16176,8546,24722,15353,4452,19805,8067,6872,14939,7221,5167,12388,2,2,4,15832,8348,24180,15106,4325,19431,7867,6697,14564,7073,33769,40842,1020,2324,3344,61870,25705,39167,8179,6981,15160,104254,161069,1549,1.044460267,161069,103.9825694,2.5214,33.3486
Lango,Oyam District,153,178,331,33675,16059,68761,44327,16220,60547,48312,10086,58398,18910,17309,36219,151,177,337,33630,15985,49615,44177,15981,60158,18861,17272,36133,13636,10030,23666,110,99,209,33497,15921,49418,44124,15889,60013,18758,17183,35941,13569,73078,86647,4745,8800,13545,145377,59852,207640,19063,17487,36550,383644,477464,2196,1.022118437,477464,217.424408,2.2776,32.4467
Acholi,Pader District,37,32,69,41504,24426,86633,37686,12632,50318,50106,12863,62969,18417,16691,35108,36,31,67,40807,23894,64701,36641,12106,48747,18073,16480,34553,16369,12570,28939,25,23,48,40654,23592,64246,37859,11936,49795,17907,16299,34206,16119,78826,94945,1551,1860,3411,147750,66644,216203,18454,16723,35177,178004,240159,3326,1.030402516,240159,72.20655442,2.9431,32.8084
West Nile,Pakwach District,7,8,15,7729,4026,33263,8221,4003,12224,7690,2003,9693,2789,2588,5377,7,6,13,7416,3910,11326,7765,3911,11676,2628,2407,5035,2457,1943,4400,47,39,86,7557,3997,11554,7858,3947,11805,2697,2470,5167,2497,12152,14649,530,898,1428,26436,12628,102975,2796,2596,5392,158037,206961,877,1.027337104,206961,235.9874572,2.4738,31.3999
Bukedi,Pallisa District,7,13,20,14566,7618,9378,16152,5863,22015,21788,4963,26751,9074,7657,16731,7,13,20,14536,7613,22149,16142,5843,21985,9074,7645,16719,6468,4929,11397,1,2,3,14475,7574,22049,15932,5796,21728,9043,7633,16676,6438,34475,40913,1517,2932,4449,61587,26114,34248,9081,7670,16751,275128,334697,796,1.01979224,334697,420.4736181,1.2009,33.7071
South Central,Rakai District,1,1,2,8549,6165,36296,10835,5822,16657,7405,2525,9930,2443,2228,4671,1,1,2,8536,6182,14718,10819,5807,16626,2437,2220,4657,2944,2521,5465,4,1,5,8508,6184,14692,10775,5864,16639,2431,2205,4636,2940,13051,15991,183,564,747,29233,16741,99469,2444,2229,4673,276746,346885,1528,1.02284639,346885,227.0189791,0.7083,31.3542
Kigezi,Rubanda District,0,0,0,216,294,415,687,1309,1996,233,88,321,73,75,148,0,0,0,150,246,396,609,1233,1842,54,54,108,45,61,106,1,0,1,147,234,381,602,1227,1829,52,50,102,44,251,295,2,25,27,1209,1766,2860,73,75,148,196896,249454,660,1.023942002,249454,377.9606061,1.1517,29.8352
Ankole,Rubirizi District,2,1,3,4917,4050,6764,8137,4342,12479,6327,2078,8405,2200,1983,4183,2,1,3,4910,4045,8955,7963,4329,12292,2233,1941,4174,2319,2015,4334,2,1,3,4809,4004,8813,7988,4265,12253,2192,1996,4188,2326,10888,13214,81,388,469,21583,12454,20369,2202,1984,4186,129149,168211,1096,1.026777479,168211,153.4771898,0.2642,30.1084
Kigezi,Rukiga District,1,1,2,346,351,312,816,710,1526,479,134,613,164,144,308,1,1,2,336,341,677,761,678,1439,157,134,291,171,124,295,0,0,0,333,332,665,752,669,1421,153,132,285,168,742,910,7,22,29,1806,1340,1620,165,145,310,100726,132355,426,1.027684666,132355,310.6924883,1.1326,30.0434
Kigezi,Rukungiri District,3,1,4,2452,2171,15196,5105,4145,9250,2742,926,3668,984,867,1851,3,1,4,2433,2153,4586,5057,4105,9162,975,852,1827,997,917,1914,10,2,12,2424,2140,4564,5038,4093,9131,964,844,1808,990,4698,5688,46,197,243,11286,8110,47837,987,868,1855,314694,376110,1381,1.017987961,376110,272.346126,0.7518,29.9278
Ankole,Rwampara District,0,1,1,1509,1443,1370,3159,1782,4941,1544,607,2151,494,419,913,0,1,1,1369,1356,2725,2666,1601,4267,421,365,786,674,565,1239,0,0,0,1359,1341,2700,2640,1563,4203,414,355,769,671,2670,3341,15,62,77,6706,4252,6480,494,420,914,127725,162967,542,1.024666118,162967,300.6771218,0.7476,30.482
South Central,Sembabule District,4,6,10,6264,4387,14615,10726,6479,17205,8351,2443,10794,2918,2588,5506,4,6,10,6262,4385,10647,10713,6474,17187,2922,2588,5510,3174,2440,5614,21,15,36,6013,4280,10293,10432,6289,16721,2873,2545,5418,3127,14064,17191,312,1071,1383,28263,15903,51125,2922,2594,5516,252597,305971,2317,1.019354414,305971,132.0548123,0.0638,31.3542
Teso,Serere District,15,9,24,31171,17371,15138,27434,8900,36334,31974,9787,41761,10399,9889,20288,15,9,23,31162,17358,48520,27414,8858,36272,10391,9879,20270,12192,9778,21970,4,8,12,30466,17002,47468,26472,8551,35023,10116,9496,19612,11926,53072,64998,1571,3962,5533,100993,45956,42409,10414,9898,20312,285903,358123,1495,1.022777935,358123,239.5471572,1.4994,33.549
Ankole,Sheema District,1,0,1,504,540,1174,1316,1024,2340,673,215,888,235,223,458,1,0,1,438,499,937,1133,943,2076,183,183,366,176,189,365,0,0,0,416,482,898,1097,889,1986,175,175,350,165,855,1020,8,42,50,2729,2002,4740,236,223,459,207343,252275,327,1.019808162,252275,771.4831804,0.5515,30.3897
Bugisu,Sironko District,8,3,11,8649,5803,13696,17855,9421,27276,10934,2771,13705,4027,3675,7702,7,3,10,8022,5325,13347,16308,8635,24943,3583,3271,6854,3252,2540,5792,9,9,18,7773,5222,12995,15167,8390,23557,3463,3124,6587,3150,15364,18514,762,1528,2290,41473,21673,54664,4035,3678,7713,242421,298363,383,1.020980559,298363,779.0156658,1.2302,34.2491
Teso,Soroti City,72,25,97,11084,5570,20012,20135,7872,28007,13913,3086,16999,5565,4892,10457,63,23,86,10729,5361,16090,18775,7409,26184,5187,4436,9623,3928,2946,6874,10,6,16,10329,5223,15552,18161,7196,25357,4971,4248,9219,4051,20184,24235,225,1924,2149,50769,21445,72265,5637,4917,10554,98501,134199,205,1.031408875,134199,654.6292683,,
Teso,Soroti District,74,43,117,18873,9407,27146,21049,6016,27065,21034,5350,26384,7938,6874,14812,46,43,89,18884,9457,28341,21107,5978,27085,7980,6873,14853,7293,5346,12639,31,28,59,18500,9252,27752,20833,5890,26723,7875,6785,14660,7162,34210,41372,1447,3049,4496,68968,27690,83327,8012,6917,14929,198332,266189,1034,1.029863654,266189,257.4361702,1.7229,33.528
South Central,South Central,540,497,1037,92846,74514,255785,161019,102614,263633,151233,44823,196056,53070,50478,103548,306,321,639,83702,66956,150658,137707,87746,225453,44287,42215,86502,42949,38614,81563,328,290,618,81883,69078,150961,136333,87090,223423,43908,41993,85901,42419,208820,251239,2941,11160,14101,458708,272926,854002,53610,50975,104585,,,,#DIV/0!,#DIV/0!,#DIV/0!,,
West Nile,Terego District,56,40,96,33780,22754,83051,38999,12901,51900,45176,11776,56952,16262,15376,31638,14,6,20,24797,18222,43019,22253,8291,30544,10939,10251,21190,10874,9348,20222,17,15,32,24605,18206,42811,22102,8205,30307,10890,10188,21078,10857,52126,62983,1078,2512,3590,134273,62847,249260,16318,15416,31734,199303,323253,1200,1.049549371,323253,269.3775,3.171,31.1252
Teso,Teso,396,221,617,235256,133844,288889,263456,96466,359922,265229,75085,340314,93006,84051,177057,349,214,561,232940,132314,365254,259062,95073,354135,91801,82727,174528,96038,73971,170009,168,155,323,230305,131468,361773,262729,93578,356307,90385,81730,172115,95058,435272,530330,13370,32622,45992,857343,389667,877704,93402,84272,177674,1819708,2462387,11650,1.030707558,2462387,211.363691,1.7159,33.6111
Tooro,Tooro,263,193,456,80217,57394,240660,125694,78514,204208,122795,33511,156306,43871,41162,85033,240,173,414,75105,54091,129196,116936,71151,188087,40538,38325,78863,37412,31294,68706,223,240,463,76054,54557,130611,118581,72023,190604,41439,39124,80563,38197,188892,227089,2974,7499,10473,372840,210774,793359,44134,41355,85489,1587531,2154161,8383,1.03099271,2154161,256.967792,0.3886,30.3436
Bukedi,Tororo District,20,20,40,16328,10696,19291,20995,9178,30173,24040,6490,30530,8648,7969,16617,20,19,38,15943,10501,26444,20088,8574,28662,8159,7569,15728,7729,6196,13925,16,23,39,15933,10480,26413,19964,8568,28532,8096,7555,15651,7640,37056,44696,968,1717,2685,70031,34353,67365,8668,7989,16657,1881415,2372489,4504,1.023462561,2372489,526.7515542,0.3886,30.3436
South Central,Wakiso District,434,402,836,36595,29733,68918,76274,48569,124843,77277,21846,99123,28266,26554,54820,207,222,443,28072,22651,50723,54615,35132,89747,19921,18791,38712,17118,15832,32950,193,188,381,26790,25104,51894,54009,34743,88752,19723,18791,38514,16791,87584,104375,827,3820,4647,218846,127104,285484,28700,26956,55656,1997418,3411177,1884,1.054978307,3411177,1810.603503,0.063,32.4467
West Nile,West Nile,254,213,467,178841,116469,697305,199473,80159,279632,243544,61482,305026,87308,84383,171691,185,185,371,164843,109041,273884,175831,73690,249521,79566,76762,156328,69627,57661,127288,287,235,522,164208,108986,273194,175707,73067,248774,79493,76505,155998,69565,352774,422339,9012,19142,28154,709420,342706,2072775,87562,84596,172158,2296403,3316255,10757,1.037432815,3316255,308.2880915,,
West Nile,Yumbe District,28,35,63,27513,17736,133377,29194,11628,40822,43496,9641,53137,16660,15797,32457,28,34,69,27303,17545,44848,28820,11586,40406,16451,15586,32037,11812,9576,21388,57,38,95,27090,17416,44506,28587,11359,39946,16352,15489,31841,11719,64794,76513,964,1895,2859,116891,54837,411696,16688,15832,32520,484822,945100,2323,1.069029142,945100,406.8445975,3.4698,31.2483
West Nile,Zombo District,7,8,15,8409,5456,25703,11549,5167,16716,12632,2923,15555,4667,4572,9239,6,8,14,8402,5450,13852,11192,5161,16353,4665,4566,9231,3489,2919,6408,11,10,21,8308,5395,13703,11068,5119,16187,4614,4498,9112,3436,18873,22309,449,878,1327,37264,18126,78414,4674,4580,9254,240081,312621,939,1.02675313,312621,332.9297125,2.4882,30.8499
,GRAND TOTALS ,,,21872,,,7707150,,,7421078,,,7405406,,,4300512,,,,,,,,,,,,,,,,7220,6390,13610,,,7210016,,,,,,,,,,,,,16991162,8300776,25562132,,2068096,4322384,60533218,79609569,,,,,,
